overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,relevance_score,packing/outter appearance/shipping,health/ingredient,pricing/volume/quality,Cooking/how to use,Taste/texture,mentioned irrelavant info?
5,TRUE,"12 5, 2017",A1LIVPZT4CW40E,B000HLCKC8,Monica,"I have been using this brand since I was a little kid in India. It does wonders to revitalize damaged hair, or to maintain that beautiful sheen. It lasts a long time. I use it frequently and it lasted me a good three months with a significant amount of hair. I just tie it up and let it sit overnight and in the morning wash it off. I recommend this product to anyone looking for a good quality Coconut Oil.",or to maintain that beautiful sheen. It lasts a long time,1512432000,,2,0,0,0,1,0,1
3,TRUE,"01 15, 2016",A15VLHXWMLU0I7,B00US7LXUQ,Richard,"A new experience, It is fine.",It is fine.,1452816000,,1,0,0,0,0,0,0
5,TRUE,"11 26, 2014",A3V05DQH6YUW8,B000GJQ5C2,Amazon Customer,Have bought these for years. Well worth the money.,Great Cake,1416960000,,1,0,0,1,0,0,0
5,TRUE,"04 20, 2014",A3FZRDX0WKU77C,B00GPCW9G0,Devon C. Hahn,"It does everything it is supposed to.  Has fiber, gives energy, slakes appetite.  Great product.  have ordered 4 more bottles.",super yacon syrup,1397952000,14,3,0,1,0,0,0,0
4,TRUE,"07 28, 2017",A20JXLK19R1GLX,B00LC9DI1Q,Thomas Pickering,great on eggs with grits in the morning.,great on eggs with grits in the morning,1501200000,,1,0,0,0,1,0,1
3,TRUE,"09 16, 2012",AQEE9Y1NQ3HKO,B002GWFAX2,Jerry M.,"Great price. Mediocre taste (made with Bodum French press.) It was worth a try. Tastes vary though, so don't discard this one.",Just OK,1347753600,,2,0,0,1,0,0,0
5,TRUE,"09 12, 2009",A2D9XKKU7QC3HY,B002AQ0OL2,Margaret A. Drown,This particular brand of K cup coffee has been awesome. My husband and I have both  enjoyed it and will purchase again.,happy coffee drinker,1252713600,,1,0,0,0,0,1,0
1,TRUE,"09 30, 2017",A28OTY6DI7VAP7,B01B77YT5Q,Slatton,These came and we're ALL stale and gross even though the package says good until December 2017.,Do not order!!,1506729600,,2,-1,0,0,0,-1,0
5,TRUE,"07 23, 2013",A2QKY8BBTR6K99,B0000DIYWO,Kristian Pulz,"These are my girlfriends favorite candy, so it's always nice to get the best price I can find. This is my second time ordering them online through Amazon and it won't be my last. They were packed nicely and tasted great! I purchased both time from Shopping eWorld, paid a few cents more but they are well worth it.",Best price online,1374537600,,2,0,0,1,0,1,1
5,TRUE,"01 20, 2018",A29OUXP353Q7DS,B010OITYIQ,Isamar Salgado,I really like this matcha! And you get a good amount for what you are paying for.,Buy it!,1516406400,,2,0,0,1,0,1,0
5,TRUE,"01 20, 2016",A1VBNMCWK4T1AV,B00B8YXZNG,Bev B,This is BY FAR the best light chocolate syrup on the market.  Hershey's tastes like tin/chemicals and this is delicious - and guilt-free!,Can't Live Without It!,1453248000,,2,0,0,0,0,1,0
5,TRUE,"04 22, 2017",A3GU2NZ8PWTNW9,B00A64NPP2,Kindle Customer,Would have bought more but the price went up and it wasn't worth it amymore.,Five Stars,1492819200,3,2,0,0,-1,0,0,0
5,TRUE,"04 28, 2016",A3IKET54VW6JHP,B000VDYS1I,Amazon Customer,fantastic,Five Stars,1461801600,,,,,,,,
2,TRUE,"06 28, 2018",A25N4FG17T29RE,B015JR422K,"Signature Graphics,Patti Ledford","it's okay, just not for me",Two Stars,1530144000,,,,,,,,
4,TRUE,"06 01, 2015",A1BQBFHICI4V1B,B00K685YES,Joe in Georgia,great for dukan dieters.....,I like it....,1433116800,,1,0,1,0,0,0,0
5,TRUE,"03 18, 2015",AMBM41LXIQR48,B00K1M5YVW,Dexter,Excellent mayonnaise for sandwiches or to use in other food preparation.,Really good mayo,1426636800,,1,0,0,0,1,0,0
5,TRUE,"02 01, 2015",A2HMQKRYQ06XJ0,B000B8MB12,FASTEDDIE,Love it,Five Stars,1422748800,,,,,,,,
1,TRUE,"02 15, 2015",A18SGV0TQFRHBO,B00NECZLTG,Spencer L,"all french roast items are expired in 7 days time, not cool .... order at 07Feb, get them 11Feb, products expire 17Feb",be careful seller ships ya !soon-to-be-expired! merchandises,1423958400,15,2,0,0,0,0,0,0
5,TRUE,"09 16, 2017",A11H880ZIAQLHU,B0146I42Q4,Kindle Customer,This soup is delicious. It is not too sweet and not too salty. It is creamy and smooth. I love it.,Wonderful Soup,1505520000,,3,0,0,0,0,1,0
4,TRUE,"04 03, 2017",A231K6Y8SNX3WA,B00B28Z9IC,Doug M.,Good product.,Four Stars,1491177600,,,,,,,,
5,TRUE,"10 8, 2015",A1GVGOSEFUUOWB,B00IZL2572,artifex,"Great salt, great price, great service, will order again.","great salt, great price, great service.",1444262400,,2,0,0,0,0,1,0
5,TRUE,"11 4, 2016",A2HNCDSYP7D474,B00WBUX2UM,Edward C. Fremaux Jr.,"Great coffee, good value. Don't buy Starbucks burnt oily beans!",Five Stars,1478217600,,1,0,0,0,0,0,0
5,TRUE,"02 09, 2015",A1UFWGLW35HWRR,B007PA33MA,Keith Failoni,Great Coffee and transaction!,Five Stars,1423440000,,1,0,0,0,0,0,0
5,TRUE,"02 21, 2016",AE0WMB7KN471M,B00EDHW7K2,TS,Great taste and even better price.,Five Stars,1456012800,,2,0,0,1,0,1,0
5,TRUE,"10 30, 2014",APUWAHOJZIR4P,B00D3M2QP4,T. Lee,"Love these!  I had heard of Kind bars, but never tried them until recently when they had them on ""sale"" at my local grocery store.  You can't beat the taste, and the nutritional combination of carbs, fiber, and protein can't be beat in anything that tastes halfway decent.  These taste wonderful.  If you love nuts, I highly recommend these.  I keep boxes of several flavors around for snacks.",Love these! I had heard of Kind bars,1414627200,,3,0,0,0,0,1,0
4,TRUE,"11 3, 2014",A15CB7G8WOLV36,B006N3I5N2,joe carman,enjoyed it .,Four Stars,1414972800,,,,,,,,
5,TRUE,"08 14, 2014",A1FJ4E2NN7VVLT,B00GDIMU06,STEVEN J BARNETT,Love this tea!,Five Stars,1407974400,,,,,,,,
5,TRUE,"09 28, 2016",AV40J5VUBWG5J,B01HH0VMJI,Celest,tastes good. satisfies my hunger.,Five Stars,1475020800,,1,0,0,0,0,1,0
1,TRUE,"01 07, 2017",AVLDWSY4XEJO6,B00QLKDZH8,Maria,I don't know if this is what lemongrass is really supposed to taste like but compared to what ive had in the past it didn't match up at all. This tea tasted like mold and dirt. I won't be buying this again.,... this is what lemongrass is really supposed to taste like but compared to what ive had in the past ...,1483747200,,2,0,0,0,0,-1,0
5,TRUE,"04 19, 2017",A2QJ44STZS4D7B,B00EFE7R8K,MyQzone,Smooth and Creamy...will purchase again.,Five Stars,1492560000,2,2,0,,0,0,1,0
5,TRUE,"09 06, 2014",AEF9411SECMC4,B0002PHEU2,Amazon Customer,"I have to say, I have NEVER written a customer review, but I thought I really should on this product.  I purchased a bottle of this around 4 years ago, and just finished it today, (so I am now ordering more).  It is the absolute BEST cinnamon oil you will find anywhere!  I used them to make cinnamon toothpicks to keep me from snacking while I was on a diet.  It really did the trick.  This oil is so delicious and sweet!",BEST cinnamon oil!,1409961600,2,3,0,0,0,1,1,1
5,TRUE,"05 16, 2016",A5FK1AX95B3NS,B000SJNI6G,mike carter,"Damn tasty stuff!  Sorry, no better words to describe it.",no better words to describe it,1463356800,,2,0,0,0,0,1,0
5,TRUE,"08 08, 2010",A95X13QFYNDCH,B000LKVKA8,Don Webb,"These are the best pretzel nuggets available anywhere.  The fact that they are made from oat bran only makes them better for you.  If you are looking for a crunchy, filling, tasty snack this is it.  Usually only available in the area surrounding Pittsburgh, I was glad to find them online at Amazon.com.",best pretzel nuggets available,1281225600,,4,0,0,0,0,1,0
5,TRUE,"07 14, 2015",A2RDD533QG1U2Z,B00LC8NS1C,gram_gigi,Arrived quickly.  Haven't used it yet.  But it is a nice heavy block.,Looks good,1436832000,,1,0,0,0,0,0,1
5,TRUE,"12 31, 2016",A1QTANCKA6QKTG,B001ET5Y5C,Jason Tison,Great taste!,Hard to beat,1483142400,,1,0,0,0,0,1,0
5,TRUE,"11 29, 2017",A2I1PNQRLOGNVM,B01E7AI6LI,Amazon Customer,Best mints ever! They melt in your mouth,Five Stars,1511913600,,2,0,0,0,0,1,0
4,TRUE,"03 14, 2014",A1GVCIKEW88USR,B006CBSELI,laura landers eastham,"This coffee provides a reasonably priced, fair trade option.  The roast is nice, too, if you like dark roast coffees.",nice fair trade option,1394755200,,3,0,0,1,0,1,0
4,TRUE,"04 27, 2016",A7G1JT1U7Z4IA,B000FA8SH2,Marg,Some of the biscuits were broken but my husband really likes the flavor. They  seemed a lot darker than the ones we got in England..,my husband likes them...,1461715200,,1,0,0,0,0,1,0
5,TRUE,"05 23, 2017",A3ROZ9A66PC48R,B014JTV7V8,Sandra Behn,Great alternative for pasta! I like the three  varieties.,Organic Gluten- Free Pasta,1495497600,,2,0,0,0,0,0,0
5,TRUE,"04 29, 2015",A2DDLF7BQ9WNBA,B00F0TCNJC,Desline V.,great taste.,Five Stars,1430265600,,1,0,0,0,0,1,0
4,TRUE,"03 06, 2018",AXP031HJVT81K,B01DLF5WD0,tobeth32,"what an amazing product. I'm a lover of matcha and this does not dissappoint. The flavor is true and not bitter with the natural sweetener. Love that this comes in convienient travel packs, super easy to bring to work.",what an amazing product. I'm a lover of matcha and this ...,1520294400,,4,1,0,0,0,1,0
5,TRUE,"09 10, 2013",A69H82JPR2E7V,B00VTR18Q8,SOAR,I use this in my coffee every morning.  Now that my kids are all moved out I can't use up traditional milk in sizes larger than a pint before they go bad.  Almond milk works great.  Longer shelf life before and after opening than traditional milk and these smaller size aseptic cartons are just the right size for my use rate.  Holds up better in coffee than rice milk.,Great substitute for traditional milk in coffee,1378771200,,2,-1,0,0,0,0,1
3,TRUE,"09 15, 2017",A2N7F022KLEQBO,B003Q4TS78,carolynn frank,Would have preferred product not flavored,Three Stars,1505433600,,2,0,0,0,0,-1,0
2,TRUE,"04 22, 2016",A1IUNXBQIFRVVN,B00016V28M,richard pkac,"yeah ok, but depends on flavor...some i had to use the whole teeny tiny bottle just to make a 30mil batch of e juice. and 30mils aint much.
SOMEONE must make good flavors somewhere, I have tried 5 different companies",SOMEONE must make good flavors somewhere,1461283200,,2,0,0,-1,0,-1,0
5,TRUE,"07 12, 2011",A3SP5IXXXYWG16,B003VXFK44,Francie Johnson,"It was as good, if not better, than I was told!  Great taste!  I will puchase it again.",Jamaica Me Crazy Coffee,1310428800,,2,0,0,0,0,1,0
5,TRUE,"12 18, 2012",ATNLCCZAUD9VF,B0042RBHDG,Alex Salinas,I was a little concerned about purchasing Starbucks Hot Cocoa Mix but to my astonishment i was perfect. This product makes the perfect Cafe Mocha. do not get an inferior product by trying to save a few dollars.,Oustanding product...,1355788800,,2,0,0,1,0,0,0
5,TRUE,"09 19, 2017",A7NYZZ9XUWJVX,B00JD8X8ZO,Lovemy3dogs,Delicious.,Cannot tell a difference from sugar version,1505779200,,,,,,,,
5,TRUE,"05 23, 2012",ARFVJFJA8R7MX,B001SB8AZC,joseph,"This is the best tasting tuna I've had outside of freshly caught, ""home-canned"" tuna. Yes, it's a bit pricey, but you certainly get what you pay for! Outstanding taste, very firm meat, no water, just delicious juices from the tuna itself. Amazon does and incredible job packing the tuna, so it gets to you without damage too! Very, very good packaging. Go Amazon!",Superb!,1337731200,,4,0,0,1,0,1,0
5,TRUE,"04 20, 2016",A2WPW18YLBRXRU,B00061EOVO,Amazon Customer,Good Product.,Five Stars,1461110400,,1,0,0,0,0,0,0
5,TRUE,"05 20, 2013",A2HRQK7RJJI0MV,B000YNQRSM,Cherie57,"My ability to eat sufficient daily fiber became an issue after undergoing gastric bi-pass in 2012.  Supplemental tablets, powders, etc., proved insufficent.  I came upon an old article about a favorite actress who said she like Gnu bars, which made me look them up when I was ordering my supply of protein bars.  The details and comments seemed positive toward taste and fiber content, so I decided to give them a try.  The first day I ate one bar seemed like a miracle!  The Gnu bar was very tasty and the extra fiber worked its wonders.  I've been using Gnu bars for over two months now; one bar for breakfast, every day.  I still have to be careful to keep sugars out of my diet; however, because Gnu bars are low-glycemic the sugar in the bars do not cause any dumping syndrome and other similar side effect!  I recommend Gnu bars to anyone who needs to add fiber to their diet in a tasty way.",Fantastic Fiber Food,1369008000,,4,0,1,0,0,1,0
4,TRUE,"09 03, 2017",AX2T2WBCV4BNW,B00IECLB40,Mike goehner,"Everything was good, the price is high, not enough tea",Four Stars,1504396800,,2,0,0,-1,0,1,0
5,TRUE,"01 15, 2014",A12XNHW08JY0A2,B004N9RTRQ,Dragontologist,"The container is cardboardish (think Pringles container) and the nuts are inside.  My first purchase of these had a dented side, but I was able to get it replaced without an issue before I presented it as a gift.","Small container, but who would want more of them?",1389744000,2,3,-1,0,0,0,0,1
1,TRUE,"08 09, 2014",A2MOUZHR7TY60Y,B01E5XTW24,This Is Roy,dark but void of any flavor....what am I drinking???,One Star,1407542400,,2,0,0,0,0,-1,0
5,TRUE,"01 18, 2015",A2MUM6PB1XNVR5,B0010EIIPE,Figgette,"Love these candy bars!!!  Got hooked on them while traveling in the UK.  Shipping was fast and they arrived in good shape with a cute little sticker that said ""FRAGILE - CHOCOLATE""  : )",Love these!,1421539200,,2,1,0,0,0,0,0
5,TRUE,"01 17, 2018",A25JGL19MSTMBJ,B004AVEW8G,Kim,Shipping was fast and product was great!,Five Stars,1516147200,,1,0,0,0,0,0,0
5,TRUE,"01 19, 2016",A276UO7PWF7PPV,B00BV4BLUW,Jennifer D. Williams,"Wonderful, but salty! Great taste.",Greatness!!,1453161600,,2,0,0,0,0,1,0
5,TRUE,"02 22, 2016",AWNMHX1KN0YYP,B00UH9X0X8,Judy Gallagher,"Great tasting cinnamon sticks for my homemade brew! also, much less expensive to buy in bulk from Amazon than in the local grocery stores.",Good quality sticks!,1456099200,,3,0,0,1,0,1,0
5,TRUE,"05 20, 2016",A2TZNGZ59BJ4I1,B00HVJI7KI,Jonathan,I love this salt! It lasts long and I know I'm getting my minerals in and not just sodium chloride like regular table salt! keep it up,LOVE PINK SALT!,1463702400,,3,0,1,0,0,0,0
5,TRUE,"12 8, 2015",A1JKJAWJSJOKLD,B00928Q8QG,zachary H,This was great sauce! Wish it was still on the market!!,Five Stars,1449532800,,1,0,0,0,0,0,0
5,TRUE,"07 12, 2015",A26VDSYZX94953,B00J8X3HV4,JAM,Fresh and delicious. I'll never buy the grocery store bulk version again. I never realized how stale they were until I tried these.,My favorite snack,1436659200,,2,0,0,0,0,1,0
5,TRUE,"09 24, 2014",A15YT9J5W6KY9U,B009PARMMA,Philly Computer Gyrl Chef,"I previously purchased a different brand, finished it, then decided to try the MatchaDNA brand. It has a much cleaner taste and smoother texture than the ""Culinary Grade"" product I previously purchased (I'm sure it's fine to use for baking, I just didn't care for the taste), and I definitely notice a difference in my energy level, ability to focus & remain relatively calm throughout the day when I drink it (mixed into 6 oz. of Vanilla Almond Milk) in the morning.

Also a nice surprise? Opening the bag to find that the product is pre-portioned into convenient little packs.

Now, I have noticed that it mixes more smoothly (with my Almond Milk) if I take a minute to dissolve it in my cup with a bit of hot water first, but as far as I'm concerned, that's a small price to pay for a better-tasting product that makes me feel good all day.",Just Order It... You'll be glad you did!,1411516800,5,4,0,0,1,0,1,0
5,TRUE,"03 11, 2017",A2HCFTBFN7QVL1,B005OT2TBA,Amazon Customer,Delicious product. I love all the Walden Farms!,I love all the Walden Farms,1489190400,,1,0,0,0,0,0,0
4,TRUE,"09 22, 2015",A3HYZBGDISVWWP,B007JVIJ6K,bigred lobo,I'm a nut lover  these are great,Four Stars,1442880000,,1,0,0,0,0,0,0
5,TRUE,"05 21, 2015",A1P8Q36VGOY00I,B00GWR0578,DCLaw,Excellent quality dates in varieties that you can't find elsewhere.,Five Stars,1432166400,,1,0,0,0,0,0,0
5,TRUE,"01 27, 2017",A2T8UOH3KMI9H8,B00BUKL666,kay stevens,Wonderful! Great taste! I love the Chili addition paired with the almond. Great combo.,Five Stars,1485475200,,2,0,0,0,0,1,0
5,TRUE,"12 31, 2016",AJ7UNMW19N6TX,B00KRFMKAG,L Taylor,"Hard to find type of pasta, loved in my household.  A case saves us from trying to find it and let us pass out a few boxes.  Cook in salty water, add a little butter and grated cheese while still hot after draining.","Hard to find type of pasta, loved in my household",1483142400,,2,0,0,0,1,0,0
5,TRUE,"12 5, 2016",A29C7LY8TAXRWM,B001F0RJA8,Michael A. Haslett,Delicious as always,Five Stars,1480896000,,1,0,0,0,0,0,0
5,TRUE,"07 22, 2015",A8LYWCZNFG0QP,B007J82R8O,Effie W.M.,"Prior to this purchase, I hadn't tried the Orange and Apple varieties of Izze. Wow...ALL the flavors are delicious! I can't pick a favorite.
I highly recommend these.",Tasty,1437523200,,2,0,0,0,0,1,0
2,TRUE,"03 24, 2016",A3BE9TIPGFZGM8,B00N439XWG,Amazon Customer,I bought it f or my 12 year old niece  science project.  I just heard about it,Two Stars,1458777600,,1,0,0,0,0,0,0
2,TRUE,"11 14, 2014",A1F3FL8P3WCCJ7,B00GRNUJYQ,Cat-happy in NY,"Great coffee at a great price.  Problem is the new Keurig 2.0 Brewers that will not allow you to brew this coffee in their new proprietary machine.  We found a way around by taping a cover from a suitable k-cup onto the top of these packs but it was really a pain.  So while I love the coffee, it isn't worth the hassle due to the new machine.

If you have an older keurig machine, buy these.  You will not be disappointed.",Great coffee but just won't work in Keurig 2.0,1415923200,,3,0,0,1,0,0,0
5,TRUE,"06 26, 2016",A3OZXM8EF69ZR3,B01ASZ0ILC,Kendall,I love lara bars. Haven't had a flavor that I didn't like yet. I love being able to try so many flavors in this variety box.,I love lara bars,1466899200,,2,0,0,0,0,1,0
5,TRUE,"11 21, 2016",AHVO6VNAJ1YBR,B00U45YT0I,Paige T.,"i se these as a snack replacement and my husband drinks one before his workout.  Low in calories, high in protein and great chocolate taste",high in protein and great chocolate,1479686400,,3,0,1,0,0,1,1
5,TRUE,"01 24, 2018",A33BNPY5FGT4IS,B0009T8C0C,MM,So cute! Excellent quality in appearance and in taste. Extremely rich chocolate!! Love,Excellent,1516752000,2,2,1,0,0,0,1,0
3,TRUE,"09 22, 2016",ABZAXXR2UV9QN,B017KWU6WM,Lisa A,"Meh, these were ok.",Three Stars,1474502400,,1,0,0,0,0,0,0
5,TRUE,"03 14, 2018",AQHWK8XDPHLH3,B003ZIR8YU,Kelly Shiflett,Originally purchased these cookies from Costco and loved them so much that I went back for more....but they were sold out.  Found them on Amazon and was thrilled and purchased 2 more tins.  Very tasty and enjoyed by all.,Originally purchased these cookies from Costco and loved them so much that I went back for more,1520985600,,1,0,0,0,0,0,1
5,TRUE,"04 02, 2018",A2L9R1SNUN1VTF,B00NCCSIRK,Amazon Customer,great quality tea,Five Stars,1522627200,,1,0,0,0,0,0,0
1,TRUE,"12 10, 2016",A1WIRBHXUZBIT2,B00017LEYI,flicka,"Very disappointed. Popped kernels were small and tough, not fluffy at all. Definitely not worth the very high price.","Nice package, contents not so much",1481328000,,3,0,0,-1,0,-1,0
3,TRUE,"03 21, 2016",A2F7FPTGB06YL3,B01AQ4XP42,Carolyn,Smaller than it looks,Three Stars,1458518400,,1,-1,0,0,0,0,0
5,TRUE,"11 3, 2017",ARUMOWISLSIVX,B0001UJPIW,Heidy Valerin,It is the best coffee.,Five Stars,1509667200,,1,0,0,0,0,0,0
5,TRUE,"02 24, 2015",A2VN4SHFEWTFM2,B0029JHGSE,Anthony Caprara,good tasting,Five Stars,1424736000,,1,0,0,0,0,1,0
5,TRUE,"10 10, 2016",AX9SKE871NXAQ,B00FLOV342,Mommapattie,Pleasure to work with and easy !,Five Stars,1476057600,,,,,,,,
3,TRUE,"08 11, 2016",A11R112M7VD768,B0178BXDFC,Dell McWoodson,"Just received and tried yesterday for the first time.  They were very salty, but good.  The only other Thing is that there were quite a few that were unopened which after a while become a little frustrating.  However for the price, they were very good! I would probably try them again.",Salty but Good!,1470873600,2,3,0,0,0,0,1,0
5,TRUE,"08 21, 2016",A22O1W6YWU36HU,B012P4WPRE,Kindle Customer,"Fortnum &  Mason is a trusted source for quality teas.  They are the grocer to the Queen.  Their knowledge of fine teas is excellent. The Queen Anne tea is always a good choice.  Full bodied, not bitter, but smooth.  Everyone I serve it to enjoys it.",Queen Anne Tea by Fortnum & Mason,1471737600,,4,0,0,0,0,1,0
5,TRUE,"08 29, 2016",A3LRX9ECKS7CJ2,B00FGQTG2Q,gi smurf,"good healthy snack, really low salt.",very good snyders product,1472428800,,2,0,1,0,0,1,0
3,TRUE,"11 26, 2017",A9NZ2IFUJ7QXI,B004KL4FTW,Nita,The can is marked 99c but you get 24 for $33. Doesn't add up.,Love the taste but expensive.,1511654400,2,2,0,0,1,0,0,0
5,TRUE,"05 12, 2014",A20FZYVIK0F1XP,B01E5XTW24,G. Yerrall,This is the first k-cup that seems like it tastes like real coffee to me.  Strong but not bitter.  A solid alternative.,Dark Magic,1399852800,,2,0,0,0,0,1,0
3,TRUE,"02 27, 2016",A1G6RL9AFO7N4L,B000H474CG,Christine Culp,It's ok for the sea salt.,Three Stars,1456531200,,1,0,0,0,0,0,0
5,TRUE,"01 03, 2018",A29PCKA31W8GAZ,B00D7B9R8A,Ken,Delish,Delicious,1514937600,,,,,,,,
5,TRUE,"11 7, 2012",AJEV40E45IOHK,B00473SN3W,kc,This is by far the best Potato Soup mix on the market. The only changes I've made to the cooking instructions is adding a little onions while cooking.,Great Soup,1352246400,,2,0,0,0,0,0,0
3,TRUE,"02 24, 2015",A2G1ZLDRT40GI4,B00JYK73A2,Ashley,expensive for candy.  but it was exactly as advertised.,expensive for candy. but it was exactly as advertised ...,1424736000,,2,0,0,-1,0,1,0
3,TRUE,"02 11, 2015",A2INYY88SPX0BX,B002O0TQ3G,Mahmood R.,Mostly sugar with artificial flavor. No pomegranate extract.,Three Stars,1423612800,,2,0,-1,0,0,-1,0
5,TRUE,"05 06, 2014",A2HXW39A2331SL,B0045IO2VQ,JacobsMommy1102,"If you like your coffee flavored and sweet, this is a must try. Just plop it in your Keurig and viola!",Sweetly Satisfying!,1399334400,,2,0,0,0,0,1,0
5,TRUE,"02 09, 2017",A2EPLATJ3I63H,B001EQ5JMS,T. Schuler,Good coffee. I can't find this in my area. I like trying new coffees like new beers.,Good coffee,1486598400,,2,0,0,0,0,0,0
5,TRUE,"03 01, 2015",A122EI0HTG01ME,B00S47IOA4,ruger50,love,Five Stars,1425168000,,,,,,,,
5,TRUE,"03 18, 2018",APG4RJUIVQLCN,B003DBL4VC,EdNorton2,good price for great tasting coffee,Five Stars,1521331200,,2,0,0,1,0,0,0
5,TRUE,"10 15, 2014",A1ZCU1Q2UO0H7H,B00L7EXGEU,Robin Hamnett,Yummy,Five Stars,1413331200,,,,,,,,
4,TRUE,"07 01, 2013",A2UMQRTBP8AQV3,B0013L0C6W,NHmom2three,z h,Better than soda,1372636800,,,,,,,,
5,TRUE,"03 07, 2015",A3UWRFG41F5WUG,B004V3INQ0,Josh,Fast shipping and no damage,Five Stars,1425686400,,1,0,0,0,0,0,1
5,TRUE,"03 11, 2015",ALT912P4A1Q58,B000Z93FQC,ReB,So good and healthy,A great way to help a sweet tooth,1426032000,,1,0,1,0,0,0,0
5,TRUE,"04 07, 2015",AUQ8UL1CTUAVT,B001EXOPYE,Kelly Wilson,Republic of Tea makes really good quality and tasty teas. I had never tried this one before and was happy to try it for the first time. It is light and revitalizing. I would definitely recommend this product!,Light and Refreshing,1428364800,,4,0,0,0,0,1,0
5,TRUE,"06 14, 2017",AXK7IUPX9QJJG,B00D6BN296,roy s.,Very fresh super fast delivery will order again and again. Brings me back home with a fresh taste l remember as a kid...,Buy them there great,1497398400,,2,0,0,0,0,1,0
5,TRUE,"09 21, 2015",A1EF4GGYXGU054,B006FT4I3U,Kathy Schmidt,"Excellent, exactly as expected.",Five Stars,1442793600,,1,0,0,0,0,0,0
5,TRUE,"03 13, 2017",A1VFFHMKU13TSI,B00BDXTK0E,J. TERRY,Very tasty and perfect for my grinder. Adds a great distinctive flavor to foods you wish to salt. Will never use regular salt again!,Very tasty and perfect for my grinder,1489363200,,3,0,0,0,1,1,0
5,TRUE,"05 29, 2014",A1XI27XL03JAR3,B004CHC0ZK,Sam_Donator,"For a cheap price, this had amazing quality. The starburst tasted very new and fresh, and my friends loved them!!!

Came in early as well! I will recommend this!!!",Wow,1401321600,,3,0,0,1,0,1,0
5,TRUE,"01 12, 2014",A279JMEWCX3IDQ,B004YESMGM,Jeri St. John,"Always love coffee from Green Mountain.  Just got a Keurig for Christmas and loaded up on the coffee.  It's delicious, fresh and came very quickly.",Green Mountain delicious,1389484800,,3,0,0,0,0,1,0
5,TRUE,"05 30, 2016",A891UZNNKLRN7,B01A8MJFH8,Rick,finished of the cake so well,Five Stars,1464566400,,1,0,0,0,0,0,0
1,TRUE,"05 11, 2017",A2856KW0PLUSRP,B00OCV3QRW,Guy in Philly,"I thought I could use this when I needed some quick added richness in a recipe, but no, it needs to be reconstituted overnight or it just turns into lumps. So what the heck, I reconstituted it overnight. Still lumpy and it tastes terrible. Worse than most dried milk. I couldn't get it to whip either. Tried using it in smoothies, but it imparted that same dry milk flavor. Leave this one in the bomb shelter, Ma.",Yuck.,1494460800,4,3,0,0,0,-1,-1,0
3,TRUE,"08 29, 2014",AX5R6VGKRZJ4B,B00H9MXTWI,maria,There OK its a good size to feel you,Three Stars,1409270400,,2,0,0,1,0,0,0
5,TRUE,"10 12, 2017",AZTRO2R6UAJYU,B00GA70ACU,3 Stix,best decaf espresso I have tasted and very easy to use.,the best,1507766400,,2,0,0,0,1,0,0
5,TRUE,"01 24, 2015",A5ZGJPC2VSE0K,B00778B90S,Amy,"I'm a long-time fan of Shin Ramyun. There's a lot of ways to diversify the flavor and nutritional value of this ramen - Instead of adding the dry vegetables from the packet (which imo are only there for aesthetics rather than nutrition), I usually add porta bella mushrooms, bok choy, green onions, garlic, brussel sprouts, sometimes rice, and a dash of sesame oil into the broth to make the most out of the lack of nutritional value. So good! You can get these veggies frozen in bulk too at your local grocery store. I also sometimes add a tiny bit of milk to make the broth creamier, or poach an egg.

In the city where I live, there aren't many Korean supermarkets and the stores that carry Shin usually sell it for $2 each. So this is a good deal for a college student trying to save some money.

If you're trying to cut back on all the sodium, never drink the entire broth, or use less than half the flavoring package when you make the soup. Just fyi!",Great college staple!,1422057600,7,4,0,0,1,1,0,0
5,TRUE,"11 2, 2015",A3UDYG1UUB87MH,B000E5GFQE,E. Scott,LOVE this on salads or pasta.  I'll order again for sure.,Bragg Organic Sprinkle Seasonings,1446422400,,1,0,0,0,0,0,0
5,TRUE,"12 10, 2014",A1EV60OK9JJH9I,B000X3TPHS,Caitlin&#039;s Mom,These are about as good as conventional lollipops if not better  They work great for school and social functions so that there is a non-gmo/organic alternative.,These are about as good as conventional lollipops if not better They work great ...,1418169600,,1,0,0,0,0,0,0
3,TRUE,"04 06, 2015",AIUHSKKCH3XXV,B00T5H3WQI,Sunshine,Okay but exact same chocolate a valuable at costcomfor less.,Three Stars,1428278400,,2,0,0,1,0,1,0
5,TRUE,"02 02, 2016",A2RPXAZH95047A,B000L1GRQO,L. Dodd,"I miss the original Mars Bars so much, but these are yummy in a different way. Think of a richer version of a Milky Way and you've got this.","I miss the original Mars Bars so much, but ...",1454371200,,2,0,0,0,0,1,0
5,TRUE,"11 20, 2015",AYE6G11DODB4A,B00RJM2GX6,eml58,"Love this stuff for hiking, camping",Five Stars,1447977600,,1,0,0,0,0,0,0
3,TRUE,"10 9, 2016",A2SFJBSKC7K286,B0179R6CZI,Teal,"I ordered  this because I had purchased and liked one of the items.....
still liked my original choice, but not thrilled with other choices....",I ordered this because I had purchased and liked one of the items,1475971200,,1,0,0,0,0,0,0
